CAP,Indirizzo,Denominazione struttura,Descrizione tipo assistenza erogata,Tipo struttura,Denominazione struttura di ricovero,Mesi di funzionamento,Giorni settimanali di apertura,Ore settimanali di apertura,Partita IVA,E-mail,Sito web,Prefisso,Telefono,Prefisso fax,Numero fax
90145,VIA SUOR MARIA DOLORES DI MAJO; 7,CONSUD S.C.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,54,5748720827,consud@pec.it,,91,6851868,,
90036,VIA PAPA LEONE II; 78-80,DUOLAB SOC. CONS. A R. L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,40,5904900825,duolab@alice.it,www.duolab.it,91,8721976,91,8711417
90139,VIA ALFONZO BONELLI; 1/G,EMOTEAM LABORATORI ANALISI S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,30,5908410821,info@emoteam.it,,91,7219124,91,6263294
90144,via Pipitone Federico 129,GRUPPO DIAGNOSTICO MEDITERRANEO S.C.A.R.L.O,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,35,5906810824,gdmscarl@libero.it-@pec.it,,91,6253959,91,303421
90123,VIA G. ALAGNA ;2/C/E,INTERLAB SOCIETA' CONSORTILE ARL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,62,5798720826,info@laboratoridianalisi.com,www.interlabanalisi.com,91,393514,91,6216855
90100,LARGO FERDINANDO LIONTI; 8,POLILAB SOCIETA' CONSORTILE A R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,40,5915440829,marcellobonasera@alice.it,,91,446366,91,446366
90129,VIA Valentino Colombo 6-6/a,SANITA' FUTURA SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,42,5905230826,sanitafutura@pec.it,,91,6573121,91,6573121
90144,VIA AUSONIA; N°43,UNILAB S.C.A R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,65,5937390820,unilab@clinicaandros.it,,91,6785551,91,6785557
90042,VIA PIETRO NENNI; 37,CONSORZIO BIOGENESI S.C. A R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,31,5986470820,consorzio.biogenesi@peec.it,,91,8981596,91,8981596
90124,VIA CONTE FEDERICO 46,STUDIO ORL DI PIETRO LO BUE E C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,5921920822,info@pietrolobue.it,www.pietrolobue.it,91,6303213,91,6303217
90138,V.LE REG. MARGHERITA 2/B,MORANO I. E ADRAGNA R. STUDIO MED. DENTISTICO SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,27,5614870821,ivana_morana@yahoo.it,,91,6817342,,
90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,5,50,4413030828,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91,6806906
90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,5,50,4413030828,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91,6806906
90146,VIA SAN LORENZO 312/ D,CASA DI CURA LA MADDALENA,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,CASA DI CURA LA MADDALENA S.P.A.,12,5,50,4413030828,info@lamaddalenanet.it,www.lamaddalenanet.it,91,6806111,91,6806906
90145,VIA CLAUDIO MONTEVERDI; 19,AMBULATORIO ODONT. DOTT. R. DAVì E C. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,6063450826,studiodavi@infinito.it,,91,6818234,,
90143,VIA GENERALE STREVA N. 45,STUDIO OCULISTICO CAMPO & C SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,20,5676590820,aliti2@libero.it,,91,342224,,
90129,CORSO CALATAFIMI; 961,DOTT. AURORA GIRGENTI SAS AMB. DI CARDIOLOGIA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,25,5255440827,auroragirgenti@gmail.com,,349,8102711,,
90031,VIA DON PINO PUGLISI 214 A/B,AMBULATORIO ODONTOIATRICO DOTT. MALTESE V. & C SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,22,6002200828,v_maltese@libero.it,,338,5983716,,
90049,VIA RUGGERO SETTIMO N.113-117,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,49,6047120826,antonino.giannola1@tin.it,,91,8681285,91,8681285
90049,VIA RUGGERO SETTIMO N.113-117,AMB. CARD.DOTT.GIANNOLA ANTONINO S.A.S.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,49,6047120826,antonino.giannola1@tin.it,,91,8681285,91,8681285
90037,VIA G. MATTEOTTI; 60,CENTRO ODONTOIATRICO DOTT. GRECO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,23,6089870825,,,91,8575665,,
90141,VIA GIOSUE' CARDUCCI; 3,LOCOROTONDO LABS SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,35,6110050827,locorotondolabs@pec.it-info@locorotondolabs.it,www.gruppolocorotondo.it,91,329341,91,6110912
90129,CORSO CALATAFIMI; 338,AMB.ODONT. DOTT AMATO SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,21,6068930822,dramatoepifanio@alice.it,,91,485467,,
92010,via Grecale s.n.c. -Lampedusa,HD 24 SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,2678420841,centrodialisilampedusa@gmail.com,,922,971071,922,971071
90138,PIAZZA VITTORIO EMANUELE ORLANDO 6,AMBUL. ODONT. DOTT. GIUSEPPE CARAFFA & C. S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,6263170828,ambulatorioodontoiatricogaraffa@pec.it,,91,322967,,
90145,via Giuseppe Gandolfo; 21,STUDIO OCULISTICO DOTT.SSA ANTONELLA AGLIALORO & C. s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,6272090827,antonellaaglialoro@gmail.com,,91,551402,,
90024,VIA NAZIONALE; 122-124,LAC DR.DAVIDE F.TO SGOI E C. s.a.s.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,34,6201480826,labsgroi@hotmail.it,,921,689887,,
90036,Via Trieste 12,NUOVA IMAGING DR. PIETRO POLIZZI S.R.L.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,45,6229080822,polizzipietro@virgilio.it,,91,8723692,91,8712156
90036,via Gaetano Scarpello 13/15,AMBULATORIO ODONTOIATRICO DOTT.SSA GIULIA LIBERTI & C. s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,6275300827,giulia.liberti@pec.andi.it,,91,8732216,91,8732216
90013,Via P.pe Umberto 5/bis,CENTRO ANALISI CLINICHE MADONIE S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,5,38,6373830824,centroanalisiclinichemadoniescarl@legalmail.it,,921,672688,921,672727
90146,VIA SAN LORENZO 75/B,PA.MA.FIR. s.r.l. AMBULATORIO POLISPECIALISTICO,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,30,3732540822,pamafir@pecsoluzioni.it,www.pamafir.it,91,6889701,91,6887350
90141,VIA RUGGERO SETTIMO N.55,ISME - ISTITUTO MEDICO EUROPEO DEL DOTT. SALVATORE PISCITELLO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,48,4673140820,info@istitutomedicoeuropeo.it,www.istitutomedicoeuropeo.it,91,324250,91,8772185
90123,VIA PADRE GIUSEPPE PUGLISI 74-76,IPCD DOTT. GIACOMO LIGUORI S.C.A.R.L.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,42,6471750825,cmd.liguori@libero.it,,91,6216162,91,6215940
90047,via Beneveto 10,CENTRO ODONTOIATRICO DOTT. GAGLIO FRANCESCO E C.S.A.S,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,35,5533970827,francesco-gaglio@libero.it,,91,8904374,91,8904374
90044,via S.Anna 68,AMBULATORIO ODONTOIATRICO DR ARMENIO PINO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,18,4059830820,pino-armenio@virgilio.it,,91,8660785,91,8660785
90030,via Kassar 48,STUDIO ODONTOIATRICO TIRRITO M.CARMELA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,16,4214230825,m.carmelatirrito@libero.it,,91,8218616,91,8218616
90129,CORSO CALATAFIMI; 419,STUDIO DENTISTICO DOTT. ANTONIO VECCHIONI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,3553350822,vecchioni.antonio@libero.it,,91,488127,91,488127
90144,VIA Nunzio Morello 3,STUDIO ODONTOIATRICO DR. BUZZANCA ELIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,36,4767590823,elio.buzzanca@alice.it,,91,342342,91,342342
90135,via Castellana39/41,STUDIO ODONTOIATRICO DOTT. GIACOMO GALIOTO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,3794030829,dott.giacomogalioto@libero.it,www.studiodentidticodott.giacomogalioto.com,91,6732777,,
90144,via Marche 16,CENTRO ODONTOIATRICO SICILIANO s.r.l.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,4895340828,centroodontoiatricobonacasa@gimail.com,www.centroodontoiatricosiciliano.it,91,6700120,91,513214
90141,via Agrigento 5,CENTRO DI MEDICINA NUCLEARE SR.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,35,416550820,centromedicinanucleare.pa@gmail.it,,91,6250363,91,6250364
90030,VIA VITTORIO EMANUELE; 63,STUDIO DI ODONTOIATRIA DR.SSA SCLAFANI CATERINA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,1,6,4524150820,caterinasclafani@live.it,,91,8724499,91,8737627
90043,c.so Umberto1° 184,STUDIO ODONTOIATRICO DR CACIOPPO VINCENZO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,12,3531330821,vincenzoczcioppo57@gmail.com,,924,37313,,
90018,via E.Iannelli 33,STUDIO DENTISTICO DR. GERVASI DANIELE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,1,8,4243660828,danielegervasi@gmail.com,,91,8114734,91,9294117
90018,VIA ALDO MORO 2,STUDIO ODONTOIATRICO DOTT. LO FORTI ALBERTO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,8,3746000821,albertoforti@gmail.com,,91,8141601,91,8141601
90020,via Giuseppe Cangialosi 70,STUDIO ODONTOIATRICO DR. ANTONIO GUTTILLA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,16,3161970821,nino.guttilla@alice.it,,338,9064440,,
90017,via Solunto 34,L.A.C. DOTT.SSA CRIVELLO PAOLA S.A.S DI TOMASELLO AGOSTINO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,5,4738020826,labpaolacrivello@pec.it,,91,111111,91,111111
90025,VIA CARLO ALBERTO DALLA CHIESA 2,STUDIO DI RADIOLOGIA DI MARIO FEO SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,22,6054060824,radiologialepalme@virgilio.it,,91,8251580,91,8251580
90141,VIA DANTE 330,ISTITUTO MERIDIONALE ANGIO TAC SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,66,3215820824,angioac.mat@gmail.com,,91,5085918,,
90011,via Emilio Murdolo 26,OFTA STUDIO S.A.S. DI GIUSEPPA D'AMICO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,10,5462850826,OFTASTUDIO@pec.it,,91,934456,,
90011,via Luigi Capuana 12/14,ISTITUTO ODONTOIATRICO DI GIANNICOLO TOMASELLO & C. Snc,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,4764050824,,,91,932886,,
90143,via Ferdinando Ferri 10,DOTT. MiLAZZO SERGIO s.a.s. DI MILAZZO SERGIO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,26,6441000822,milazzos@blu.it,,91,361016,,
90144,via Ausonia 43/45,PMA CENTRO ANDROS SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,60,3730190828,centroandros@pec.it - info@clinicaandros.it,www.clinicaandros.it,91,6785511,91,6785522
90123,Corso dei Mille 56,karol srl,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,CASA DI CURE COSENTINO DI KAROL S.R.L.,12,5,35,6065204829,KAROLStrutturesanitarie@PEC.IT,,91,6162016,91,6161041
90045,CORSO UMBERTO 286,AMBULATORIO ODONTOIATRICO ACCREDITATO DR.VINCENZO DI VITA & C s.a.s,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,31,6390730825,ambulatoriodiviita@pec.it,,91,8699793,91,2733067
90145,via Bernabei 19,AMBULATORIO ODONTOIATRICO DEL DOTT. ALESSANDRO GRANATELLI s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,40,6494430827,alegra.56@libero.it,,338,2241377,,
90143,via Duca della Verdura 4,CENTRO OCULISTICO MOAVERO DI MOAVERO MARCELLO E C. s.a.s,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,24,6481800826,centrooculisticomoavero@pec.it,www.centrooculisticomoavero.it,91,306000,,
90026,via XXX Aprile 95,DIAVERUM ITALIA S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,36,2243300361,,,921,640189,91,8040577
90034,via Madre Teresa Cortimiglia 22,R.A.L. s.r.l.,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,3,18,6122250829,ral.radiologia@virgilio.it,,91,8462578,91,8462578
90048,Piazza del Popolo ;2,AMBULATORIO ODONTOIATRICO DOTT. PULEIO GIOVANNI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,24,6454290823,ambulatorioodontoiatricodottgiovannipuleios@pec.it,,91,8572226,91,8572226
90138,Piazza P.pe di Camporeale 26 /d,CENTRO OCULISTICO LA MANTIA DOTT. LA MANTIA E c. SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,18,6405610822,centrolamantia@pecsoluzioni.it-filippolamantia@gma,,91,214012,91,214012
90129,via F.sco Speciale 79,AMBULATORIOCARDIOLOGISO SAS DI RIZZO DOTT.SSA ROSA & C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,6303610825,rosarizzo1@tin.it,,91,421593,91,421593
90139,VIA ENRICO ALBANESE;17,AMBULATORIO OCULISTICO FOCUS DI V. GIUFFE' SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,43,5740270821,ambulatoriooculisticofocus@gmail.com,,91,324253,,
90139,VIA ENRICO ALBANESE;17,AMBULATORIO OCULISTICO FOCUS DI V. GIUFFE' SAS,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,43,5740270821,ambulatoriooculisticofocus@gmail.com,,91,324253,,
90141,via Dante Alighieri 58,COSTA POLIMEDICAL CENTER SNC DI COSTA DOTT. G. M. E COSTA BENEDETTO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,11,2,8,3693580825,costapolimedicalcenter@pec.it-info@costamedical.it,www.costamedical.it,91,8352820,91,8352820
90146,via Cruillas 2/a,DR. CANESTRO GIUSEPPE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,23,3990060828,gcanestro@libero.it,,91,6852815,91,6852815
90135,via Libero Grassi 27,STUDIO ODONTOIATRICI DOTT. G.PPE SCAFIDI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,4076370826,giuseppescafidi@pec.aio.it-scafident@libero.it,,91,6522920,,
90032,VIA Decano di Vincenti 1-3,AMBULATORIO ODONTOIATRICO DOTT. ANTONIO LO VOI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,8,4000710824,antoniolovoi@pec.aio.it,,91,8351717,,
90046,via Venero 109,DR. VALERIO SALVATORE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,4376430825,salvatore.valerio@pec.andi.it-totival@hotmail.com,,91,6404471,91,6404471
90146,via Belgio 55,STUDIO ASSOCIATO DI ODONTOIATRIA DOTT.RI G. ABATE E F.EMANUELE SNC,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,24,5616080825,studiodiodontoiatria@pec.it,,91,2523659,,
90047,VIA PASCAL; 3,CENTRO ODONT.DR GIACOMO RAPPA & C.SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,20,4919730822,giacomo.rappa@pec.andi.it-ODONTOIATRARAPPA@ALICE.I,,91,5072544,,
90129,Piazza Turba 76,DR. CARUSO MATTEO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,9,5255970823,matteo.caruso-medicoodontoiatra@postecert.it,,91,489451,,
90138,via Antonio Veneziano 120,DR. RICCIARDI FILIPPO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,16,3291310823,filippo.ricciardi@pec.andi.it-filipporicciardi@vir,,91,218770,91,218770
90011,VIA PAPA GIOVANNI XXIII 9,AMBULATORIO ODONTOIATRICO DOTT.SSA SCARDINA ROSALBA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,6,3176230823,scardina.rosalba@pec.andi.it-drosalbascardina@gmai,,91,963225,91,963225
90138,via Villa Caputo 4,DR. LI MULI MARCELLO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,6,6571770822,marcellolimuli@pec.andi.it,,330,831845,,
90141,VIA VILLAREALE 54,CASA DI CURE CANDELA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,CASA DI CURA CANDELA SPA,12,2,8,118410828,amministrazione@pec.clinicacandela.it,www.clinicacandela.it,91,587122,91,589544
90141,VIA VILLAREALE 54,CASA DI CURE CANDELA,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,CASA DI CURA CANDELA SPA,12,5,30,118410828,amministrazione@pec.clinicacandela.it,www.clinicacandela.it,91,587122,91,589544
90131,Largo Garufi 8,AMBULATORIO DI OSTETRICIA E gINECOLOGIA DOTT.SSA bALDACCHINO MARIA PINA s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,30,6252040826,baldacchinomariapina@pec.it,,91,6681298,,
90047,VIA ZANGARA 1,CLINICA DENTALE del Dott. ERASMO ENIA & C.s.a.s.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,27,5708780829,clinicadentaleenia@pec.it,,91,8903861,,
90139,Via Wagnere 9,AMBULATORIO ODONTOIATRICO MEDICI S.R.L.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,4,23,6551250829,mdcdm62@gmail.com,,91,6252364,,
90040,via Stefano Motta 45,STUDIO DENTISTICO DEL DOTT. ANGELO FRENNA & C.S.A.S.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,50,2282380845,afrenna@alice.it,,91,8672019,91,8672019
90040,VIA ALCIDE DE GASPERI; 41,CENTRO ODONTOIATRICO JUST SMILE S.A.S. DEL DOTT. TINERVIA GIUSEPPE,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,2,14,6442280829,giuseppetinervia@libero.it,,91,7861374,,
90046,via Provinciale 46,STUDIO DENTISTICO MONREALDENTAL S.R.L.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,32,6621480828,monrealdental@gmail.com,www.monrealedental.it,91,6410407,91,6410407
90138,Corso Finocchiaro Aprile 15,AMBULATORIO ODONTOIATRICO CAPUTO VERONICA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,6634930827,CAPUTO.VERONICA@PEC.IT,,91,581813,91,581813
90027,Via Libertà 7,AMBULATORIO ODONTOIATRICO DOTT.SSA NUTRICATO MARIA GRAZIA E C SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,18,6602500826,dr.nutricato@gmail.com,,92,680177,921,680177
90123,VIA PADRE GIUSEPPE PUGLISI 30,DENTALCARE DI GARGANO SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,6610950823,studioodontoiatricogargano@hotmali.it,,91,473253,91,473253
90129,Corso Calatafimi 631,CENTRO ODONTOIATRICO DOTT. V.ZO TAMBURELLO & C. s.n.c.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,25,6599080824,centroodontoiatricotamburello@pec.it,,91,599088,,
90144,via Puccini 70,BIODENT SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,6620280823,ambulatoriobiodent@lpec.it,,91,7867693,,
90146,via Resuttana 352/B,AMBULATORIO ORL DEL DOTT. GIUSEPPE BORSELLINO SAS,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,28,6621730826,ambulatorioborsellino@pec.it,,91,584400,,
90040,via Alberto Sordi 7,GRUPPO AIMA S.C.A.RL.,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,36,6632740822,gruppoaimascarl@gmail.com,,91,8672398,91,8672399
90143,via Trentacoste 55,AMI.CA DENTAL s.r.l. AMBULATORIO ODONTOIATRICO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,3,15,6619310821,amicadentalsrl@pec.it,,91,6264703,91,307144
90145,via Ragusa 1,STUDIO MEDICO DIAGNOSTICO OTORINOLARINGOIATRICO S.A.S di ZANCLA CANDIDO MARIO e C.,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,20,6675600825,zanclaotorino@postecert.it,,91,345058,91,345058
90141,Via Delle Croci 2B/C/E/F,STUDIO RADIOLOGICO DR SALVATORE GARGANO SRL,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,6,40,2517620825,studioradioruffino@libero.it,,91,580970,,
90141,Via Delle Croci 2B/C/E/F,STUDIO RADIOLOGICO DR SALVATORE GARGANO SRL,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,6,40,2517620825,studioradioruffino@libero.it,,91,580970,,
90141,Via Delle Croci 2B/C/E/F,STUDIO RADIOLOGICO DR SALVATORE GARGANO SRL,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,,12,6,40,2517620825,studioradioruffino@libero.it,,91,580970,,
90039,VIA CAMERANO,POLIAMBULATORIO - BISACQUINO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,36,5841760829,d40.direzione@asppalermo.org,,91,8351570,91,8451570
90044,VIAC.DA PONTICELLI,POLIAMBULATORIO - CARINI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,45,5841760829,,,91,7036050,91,7036145
90044,VIAC.DA PONTICELLI,POLIAMBULATORIO - CARINI,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,4,45,5841760829,,,91,7036050,91,7036145
90013,SALITA S. ANTONIO,POLIAMBULATORIO - CASTELBUONO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,38,5841760829,,,921,672796,,
90015,C.DA PIETRAPOLLASTRA,FONDAZIONE ISTITUTO G. GIGLIO CEFALU',ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,FOND. IST. S. RAFFAELE - GIGLIO,12,5,50,5205490823,direzione.generale@hsrgiglio.it,WWW.HSRGIGLIO.IT,921,920652,921,920513
90015,C.DA PIETRAPOLLASTRA,FONDAZIONE ISTITUTO G. GIGLIO CEFALU',DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,FOND. IST. S. RAFFAELE - GIGLIO,12,6,60,5205490823,direzione.generale@hsrgiglio.it,WWW.HSRGIGLIO.IT,921,920652,921,920513
90015,C.DA PIETRAPOLLASTRA,FONDAZIONE ISTITUTO G. GIGLIO CEFALU',ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,FOND. IST. S. RAFFAELE - GIGLIO,12,6,19,5205490823,direzione.generale@hsrgiglio.it,WWW.HSRGIGLIO.IT,921,920652,921,920513
90015,C.DA PIETRA POLLASTRA,POLIAMB. CEFALU',ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,38,5841760829,,,921,920204,921,920241
90016,V. A. AMODEO,POLIAMBULATORIO - COLLESANO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,1,2,5841760829,,,921,661301,,
90034,VIA DON G. COLLETTO; 16,AMBULAT. OSP. DEI BIANCHI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,P.O. DEI BIANCHI CORLEONE,12,6,36,4328340825,dirsancorleone@asppalermo.org,,91,8450100,91,8450112
90034,VIA DON G. COLLETTO; 16,AMBULAT. OSP. DEI BIANCHI,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,P.O. DEI BIANCHI CORLEONE,12,6,36,4328340825,dirsancorleone@asppalermo.org,,91,8450100,91,8450112
90034,VIA DON G. COLLETTO; 16,AMBULAT. OSP. DEI BIANCHI,ATTIVITA' DI LABORATORIO,AMBULATORIO E LABORATORIO,P.O. DEI BIANCHI CORLEONE,12,6,72,4328340825,dirsancorleone@asppalermo.org,,91,8450100,91,8450112
90010,P.ZZA MONUMENTO 1,POLIAMBULATORIO - GRATTERI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,1,2,5841760829,,,921,429488,,
90010,VIA ROMA,POLIAMBULATORIO - ISNELLO,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,1,2,5841760829,,,921,662364,,
92010,C.DA GRECALE,POLIAMBULATORIO - LAMPEDUSA,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,60,5841670829,asp6lampedusa@asppalermo.org,,91,7037903,922,971761
92010,C.DA GRECALE,POLIAMBULATORIO - LAMPEDUSA,DIAGNOSTICA STRUMENTALE E PER IMMAGINI,AMBULATORIO E LABORATORIO,,12,5,50,5841670829,asp6lampedusa@asppalermo.org,,91,7037903,922,971761
90036,VIA G. MEDICI N.31,POLIAMBULATORIO - MISILMERI,ATTIVITA' CLINICA,AMBULATORIO E LABORATORIO,,12,5,37,5841760829,poliambulatoriod36@asppalermo.org,,91,8710243,91,8710249
