SIGLAPROVINCIA;DESCRIZIONEPROVINCIA;DESCRIZIONECOMUNE;CAP;INDIRIZZO;DENOMINAZIONESITOLOGISTICO;LATITUDINE;LONGITUDINE;PARTITAIVA
SR;SIRACUSA;SIRACUSA;96100;Strada OGNINA, 47;Parafarmacia dott.ssa Caty;36,9904744;15,2617719;1578230896
ME;MESSINA;MESSINA;98121;Via REGINA ELENA, 203;PARAFARMACIA FARMALIFE;38,2127793;15,5587204;3526390830
CT;CATANIA;CALTAGIRONE;95041;Via Madonna della via, 53/57;PharmeSi;37,22699;14,522932;5849370878
ME;MESSINA;LETOJANNI;98037;Via VITTORIO EMANUELE, 226;PARAFARMACIA DOTT.SSA CATENA RAGUSA;37,8807063;15,3068989;3468750835
SR;SIRACUSA;PALAZZOLO ACREIDE;96010;Viale Dante Alighieri, 12/b;Parafarmacia Trigila;37,0599587;14,9095478;4736801210
PA;PALERMO;PALERMO;90129;Corso CALATAFIMI, 957;LA MIA PARAFARMACIA DI CRISAFI DANIELA;38,1000476;13,3224813;6965920827
CT;CATANIA;ADRANO;95031;Via BRUNO BUOZZI, 09;NUOVA PARAFARMACIA TOSCANO SRLS;37,6607436;14,8336919;5635860876
EN;ENNA;LEONFORTE;94013;Corso UMBERTO, 35;SANITARIA DEL CORSO;37,6356019;14,3895922;1270960865
CT;CATANIA;CATANIA;95126;Via messina, 345;parafarmacia gala;37,5205666;15,1061388;5794500875
SR;SIRACUSA;SOLARINO;96010;Corso Vittorio Emanuele, 95;Parafarmacia del Corso;37,099409;15,1219399;1731100895
SR;SIRACUSA;SOLARINO;96010;Corso Vittorio Emanuele, 95;V.V. PHARMA S.R.L.;37,099409;15,1219399;1731100895
PA;PALERMO;CAMPOFELICE DI ROCCELLA;90010;Contrada solfarelli, snc;Farmapoint di Salvatore Scianna;37,99355178;13,8813906;5639950822
CT;CATANIA;MASCALI;95016;Via SICULO ORIENTALE, 484;PARAFARMACIA NAZIONALE SRL;0;0;5869160878
ME;MESSINA;MIRTO;98070;Via umberto, 10/a;Rubuano Luigi srl;38,0843087;14,7493828;3537340832
SR;SIRACUSA;SORTINO;96010;Viale Mario Giardino, 24;Parafarmacia Dr. Valvo;37,1639546;15,0373173;2062220898
PA;PALERMO;PALERMO;90144;Viale CAMPANIA, 58;PARAFARMACIA CAMPANIA;0;0;5249610824
PA;PALERMO;PALERMO;90144;Viale CAMPANIA, 58;PARAFARMACIA INTEGRA;0;0;5249610824
CT;CATANIA;CATANIA;95127;Viale VITTORIO VENETO, 190;PILLOLE DI BELLEZZA SRL;37,5264304;15,0959759;5872160873
PA;PALERMO;CARINI;90040;Stradastatale km 281, 220;farmaservice srls farmacia veterinaria;38,1311611;13,1812609;6608240823
PA;PALERMO;PALERMO;90147;Viale VIA TOMMASO NATALE, 80;KIRA S.R.L.S.;0;0;6968620820
PA;PALERMO;CARINI;90044;Via SS 113, KM 181,2;parafarmacia cassaro antonella;38,161093;13,206085;6030030826
ME;MESSINA;CAPRI LEONE;98070;Via Nazionale, 177;Parafarmacia Rabbone SRLS;38,10977819;14,70956517;3420310835
PA;PALERMO;BAGHERIA;90011;Via Dante, 77;TIMAD;38,0837931;13,5018799;6968430824
RG;RAGUSA;VITTORIA;97019;Via LIVORNO ANG VIA NAPOLI, SNC;PARAFARMACIA KAMARINA;36,891774;14,4331278;1770400883
CT;CATANIA;SAN GREGORIO DI CATANIA;95027;Strada Carcara, 52/A;Parafarmacia Europa;37,5723454;15,1120526;5276450870
CT;CATANIA;CATANIA;95129;Via GROTTE BIANCHE, 44;PARAFARMACIA GROTTE BIANCHE;37,5118772;15,0882953;5893050871
PA;PALERMO;PALERMO;90143;Via I. FEDERICO, 14/A;I. FEDERICO;38,1451797;13,3468066;6749600828
RG;RAGUSA;MODICA;97015;Via Risorgimento, 8;Pharm Messina srl;36,8409697;14,7684567;1282680881
PA;PALERMO;PALERMO;90124;Via FILIPPO PECORAINO, SNC;"Orchidea Farma ""Forum""";38,0939074;13,4024854;2043310891
PA;PALERMO;PALERMO;90124;Via FILIPPO PECORAINO, SNC;IPERCOOP CENTRO COMM.LE FORUM;38,0939074;13,4024854;1776220889
PA;PALERMO;PALERMO;90135;Via ASSORO, SNC;"ORCHIDEA FARMA ""LA TORRE""";38,1327045;13,3007158;2043310891
PA;PALERMO;PALERMO;90135;Via ASSORO, SNC;IPERCOOP c/o COMM.LE LA TORRE;38,1327045;13,3007158;1776220889
ME;MESSINA;MILAZZO;98057;Via FIRENZE, SNC;"IPERCOOP c/o PARCO COMM.LE ""COROLLA""";38,1860913;15,2689009;1776220889
ME;MESSINA;MILAZZO;98057;Via FIRENZE, SNC;"Orchidea Farma ""Corolla""";38,1860913;15,2689009;2043310891
CT;CATANIA;GRAVINA DI CATANIA;95030;Via QUASIMODO, 1;"IPERCOOP c/o CENTRO COMM.LE ""KATANE'""";37,5513166;15,0688914;1776220889
CT;CATANIA;GRAVINA DI CATANIA;95030;Via QUASIMODO, 1;"Orchidea Farma ""Katanè""";37,5513166;15,0688914;2043310891
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Contrada BOTTAZZI, SNC;"IPERCOOP c/o CENTRO COMM.LE ""LE ZAGARE""";37,5782757;15,0947724;1776220889
CT;CATANIA;SAN GIOVANNI LA PUNTA;95037;Contrada BOTTAZZI, SNC;"Orchidea Farma ""Le Zagare""";37,5782757;15,0947724;2043310891
RG;RAGUSA;COMISO;97013;Via Piave, 22;Parafarmacia dottssa Bovini Floriana;36,9408713;14,5956052;1776060889
TP;TRAPANI;SALEMI;91018;Via SAN LEONARDO, 46;PARAFARMACIA LOIACONO DOTT.SSA PIERA;37,8262978;12,8053958;2816800813
ME;MESSINA;MILAZZO;98057;Via TENENTE MINNITI, 90;PARAFARMACIA DOTT. MORTELLITI;38,2207102;15,2419327;2930700832
SR;SIRACUSA;SIRACUSA;96100;Via ITALIA, 40;PARAFARMACIA ITALIA;37,0924126;15,2775166;1892150895
ME;MESSINA;GIARDINI-NAXOS;98035;Via Chianchitta, 24;Parafarmacia Igea;0;0;3695660837
ME;MESSINA;MESSINA;98123;Viale CENTONZE, 69;PARAFARMACIA MAPA SRL;38,1864827;15,5540085;3696200835
ME;MESSINA;MESSINA;98060;Via GASPARE AMODEO, 36;FARMACIA SALUS ET OFFICIA SRL;38,1237725;15,0606906;3695540835
PA;PALERMO;PALERMO;90100;Via LANZA DI SCALEA, 582-642-724;PARAFARMACIA SCALEA;38,1715036;13,3135687;6804080825
ME;MESSINA;BARCELLONA POZZO DI GOTTO;98051;Via FILICUDI, 10;PARAFARMACIA CONAD;38,1506436;15,1906867;3687360838
CL;CALTANISSETTA;CALTANISSETTA;93100;Viale Trieste, 131/I-L-M;Parafarmacia Trieste;37,4945466;14,0535585;2095080855
PA;PALERMO;BAGHERIA;90011;Via Giacomo Restivo, 69;Parafarmacia farmaestetica;38,0835062;13,5107516;6226100821
ME;MESSINA;GIARDINI-NAXOS;98035;Via CASARSA, 42;PHARMA NAXOS SRLS;37,8268839;15,2677334;3702060835
PA;PALERMO;PALERMO;90143;Via SAMPOLO, 358/360/362;BNIN DI ROSALINDA BRUSCA;38,1413864;13,3501164;6940520825
PA;PALERMO;PALERMO;90143;Via DUCA DELLA VERDURA, 6/A;PHARMACOO srl;38,1182858;13,3406284;2336220682
ME;MESSINA;TAORMINA;98039;Via Luigi Pirandello, 25;IGEA FARMA s.r.l.;37,8545321;15,2895349;3693600839
ME;MESSINA;LIPARI;98055;Via VULCANO, SNC;HELLO PHARMA SRLS;38,390608;14,9680914;3699980839
RG;RAGUSA;VITTORIA;97019;Via PLEBISCITO, 48;PARAFARMACIA dott.ssa Ludovica Calabrese;36,8924888;14,4293347;1787660883
ME;MESSINA;GIARDINI-NAXOS;98035;Via CHIANCHITTA, 106;PARAFARMACIA IGEA;37,8246946;15,2559417;3695660831
PA;PALERMO;PALERMO;90144;Piazza UNITA' D'ITALIA, 13;FARMAVET SRLS;38,138324;13,3440001;7042730825
SR;SIRACUSA;CANICATTINI BAGNI;96010;Via VITTORIO EMANUELE, 432;PARAFARMACIA DI DI STEFANO LAURA;37,0303417;15,0679604;2080280890
ME;MESSINA;NASO;98074;Contrada CRESTA, 334;PARAFARMACIA TENDENZA ROSSANA DI ORLANDO ROSSANA;38,13053259;14,76438176;2819060837
PA;PALERMO;PALERMO;90135;Via ASSORO, 25;PARAFARMACIA LA TORRE;38,1328722;13,3006896;4063640827
RG;RAGUSA;ACATE;97011;Via CARDUCCI, 68;PARAFARMACIA KAMARINA;37,0230296;14,4953456;1770400883
RG;RAGUSA;COMISO;97013;Corso HO CHI MIN ANGOLO VIA DEGLI ACERI, 115/2;PARAFARMACIA DELLA DR.SSA STEFANIA CANTELLI;36,9547872;14,6033273;1664030887
PA;PALERMO;BAGHERIA;90011;Via DANTE ALIGHIERI, 4;FARMALANDA SRL;38,0845047;13,5057612;6732100828
RG;RAGUSA;COMISO;97013;Via DEGLI EUCALIPTI, 29;Parafarmacia Costanza;36,9564774;14,6047897;1790240889
SR;SIRACUSA;LENTINI;96016;Via Etnea angolo Viale Kennedy, snc;"Orchidea Farma ""Lentini""";37,30004693;15,00157277;2043310891
CT;CATANIA;MISTERBIANCO;95045;Via SACERDOTE GIUSEPPE LEOCATA, 5;PARAFARMACIA CURAFACILE;37,5227818;14,9980529;5679070879
PA;PALERMO;PALERMO;90142;Via VIA PAPA SERGIO I, 60;ORTOPEDIA PARAFARMACIA SRLS;38,1526195;13,3704391;7040050820
CT;CATANIA;CATANIA;95127;Via Gabriele D¿Annunzio, 216-218;Farmaofficina;37,5181209;15,0978334;2941270841
PA;PALERMO;BAGHERIA;90011;Corso butera, 127 a/b;Parafarmacia Ohana;38,08685;13,505462;7079470824
CT;CATANIA;MASCALUCIA;95030;Corso RAFFAELLO, 17;PHARBENE S.R.L.;37,5746097;15,0547125;5957820870
CT;CATANIA;CATANIA;95123;Via Carrubella, 8;SMS VET S.R.L.;37,54027868;15,05930036;5961320875
AG;AGRIGENTO;LICATA;92027;Via Campobello, 130/132;Parafarmacia Health Care;37,1114263;13,9302374;3053640847
EN;ENNA;CATENANUOVA;94010;Via CARLO ALBERTO DALLA CHIESA, 7;PARAFARMACIA DAC;37,5630284;14,6889621;1233930864
PA;PALERMO;PALERMO;90147;Via Dell'Olimpo, 30/F;Farmaservice farmacia veterinaria;38,18861766;13,30549279;6608240823
CT;CATANIA;SANT'AGATA LI BATTIATI;95030;Piazza Piazza Chiesa Madre, 26;LEONARDI MARTINA;37,5591227;15,0816005;5975940874
EN;ENNA;LEONFORTE;94013;Corso Umberti I, 270;Parafarmacia e Farmacia Veterinaria IGEA della Dott.ssa Quagliano Graziana;37,6399473;14,3938981;1309320867
CT;CATANIA;GIARRE;95014;Corso MESSINA, 11;PARAFARMACIA;37,7304678;15,1886531;5993550879
ME;MESSINA;PATTI;98066;Via Umberto I, 30;Parafarmacia Mongiove della Dott.ssa Cardone Deborah;38,14798714;15,01449741;3735930830
EN;ENNA;PIAZZA ARMERINA;94015;Via MACHIAVELLI, 72-74-76;PARAFARMACIA SAN PIO DI G.S.A.;37,3770414;14,36839;1243720867
CT;CATANIA;ZAFFERANA ETNEA;95019;Via Quattro novembre, 175;Etna Miele sas;37,6846866;15,1036266;4663580878
PA;PALERMO;PALERMO;90129;Piazza BARBARINO COSTANZO, 47;PARAFARMACIA528;38,1006977;13,3349768;6599370829
